Id;Title;Distributor;Genre
573;Puss in Boots;Paramount Pictures;Adventure
574;Raiders of the Lost Ark;Paramount Pictures;Adventure
575;Happy Feet Two;Warner Bros.;Adventure
576;The Oogieloves in the BIG B…;Kenn Viselman Pre…;Adventure
577;Arthur Christmas;Sony Pictures;Adventure
578;The Polar Express;Warner Bros.;Adventure
579;Une vie de chat;Mongrel Media;Adventure
580;Hagane no renkinjutsushi: M…;Eleven Arts;Adventure
581;Na pude;Hannover House;Adventure
582;La nouvelle guerre des boutons;Weinstein Co.;Adventure
583;Le Voyage dans la Lune;;Adventure
584;The Lion King;Walt Disney;Adventure
585;Le chat du rabbin;GKIDS;Adventure
586;OKA!;Dada Films;Adventure
587;Miss Minoes;Music Box Films;Adventure
588;Terkel i knibe;;Adventure
590;The Hunger Games: Catching …;Lionsgate;Adventure
591;Despicable Me 2;Universal;Adventure
592;Monsters University;Walt Disney;Adventure
593;Oz the Great and Powerful;Walt Disney;Adventure
594;The Hobbit: The Desolation …;Warner Bros.;Adventure
595;Star Trek Into Darkness;Paramount Pictures;Adventure
596;The Croods;20th Century Fox;Adventure
597;Cloudy with a Chance of Mea…;Sony Pictures;Adventure
598;Epic;20th Century Fox;Adventure
599;Disney Planes;Walt Disney;Adventure
600;Turbo;20th Century Fox;Adventure
601;The Smurfs 2;Sony Pictures;Adventure
602;Percy Jackson: Sea of Monsters;20th Century Fox;Adventure
603;Jack the Giant Slayer;Warner Bros.;Adventure
604;Ender's Game;Lionsgate;Adventure
605;Escape From Planet Earth;Weinstein Co.;Adventure
606;Free Birds;Relativity;Adventure
607;The Secret Life of Walter M…;20th Century Fox;Adventure
608;Jurassic Park;Universal;Adventure
609;The Hobbit: An Unexpected J…;Warner Bros.;Adventure
610;Walking with Dinosaurs;20th Century Fox;Adventure
611;The Mortal Instruments: Cit…;Sony Pictures;Adventure
612;Parental Guidance;20th Century Fox;Adventure
613;Wreck-It Ralph;Walt Disney;Adventure
614;Rise of the Guardians;Paramount Pictures;Adventure
615;Monsters, Inc.;Walt Disney;Adventure
616;Hotel Transylvania;Sony Pictures;Adventure
617;The Christmas Candle;Echolight Studios;Adventure
618;The Lost Medallion: The Adv…;Freestyle Releasing;Adventure
619;Frankenweenie;Walt Disney;Adventure
620;2001: A Space Odyssey;MGM;Adventure
621;Gekijoban Mahou Shojo Madok…;Eleven Arts;Adventure
622;Ernest et Celestine;Mongrel Media;Adventure
623;Ice Age: Continental Drift;20th Century Fox;Adventure
624;Di Renjie zhi shendu longwa…;AMC Independent;Adventure
625;Boule et Bill;Distrib Films;Adventure
626;Zaytoun;Strand;Adventure
627;Finding Nemo;Walt Disney;Adventure
628;Brave;Walt Disney;Adventure
629;Last Flight of the Champion;High Top Releasing;Adventure
630;Terkel i knibe;;Adventure
632;The Lego Movie;Warner Bros.;Adventure
633;Maleficent;Walt Disney;Adventure
634;The Hobbit: The Battle of t…;Warner Bros.;Adventure
635;Big Hero 6;Walt Disney;Adventure
636;Dawn of the Planet of the Apes;20th Century Fox;Adventure
637;Teenage Mutant Ninja Turtles;Paramount Pictures;Adventure
638;Interstellar;Paramount Pictures;Adventure
639;How to Train Your Dragon 2;20th Century Fox;Adventure
640;Divergent;Lionsgate;Adventure
641;Rio 2;20th Century Fox;Adventure
642;Mr. Peabody & Sherman;20th Century Fox;Adventure
643;Penguins of Madagascar;20th Century Fox;Adventure
644;Hercules;Paramount Pictures;Adventure
645;Night at the Museum: Secret…;20th Century Fox;Adventure
646;Alexander and the Terrible,…;Walt Disney;Adventure
647;The Nut Job;Open Road;Adventure
648;Planes: Fire and Rescue;Walt Disney;Adventure
649;Muppets Most Wanted;Walt Disney;Adventure
650;The Boxtrolls;Focus Features;Adventure
651;The Book of Life;20th Century Fox;Adventure
652;Earth to Echo;Relativity;Adventure
653;The Hobbit: The Desolation …;Warner Bros.;Adventure
654;The Legend of Hercules;Lionsgate;Adventure
655;The Hunger Games: Catching …;Lionsgate;Adventure
656;The Secret Life of Walter M…;20th Century Fox;Adventure
657;Momsâ Night Out;Sony Pictures;Adventure
658;Legends of Oz: Dorothyâs Re…;Clarius Entertain…;Adventure
659;Walking with Dinosaurs;20th Century Fox;Adventure
660;Cloudy with a Chance of Mea…;Sony Pictures;Adventure
661;Free Birds;Relativity;Adventure
662;Pirates;Well Go USA;Adventure
663;Ernest et Celestine;Mongrel Media;Adventure
664;2001: A Space Odyssey;MGM;Adventure
665;Despicable Me 2;Universal;Adventure
666;En solitaire;;Adventure
667;Ender's Game;Lionsgate;Adventure
668;Song of the Sea;GKIDS;Adventure
669;The Taking of Tiger Mountain;Well Go USA;Adventure
670;Percy Jackson: Sea of Monsters;20th Century Fox;Adventure
671;Rocks in My Pockets;Zeitgeist;Adventure
672;The Hero of Color City;Magnolia Pictures;Adventure
673;Yellow Day;Self Distributed;Adventure
674;Xi you xiang mo pian;Magnolia Pictures;Adventure
675;War of the World's Goliath;Anderson Digital;Adventure
676;Le roi et l'oiseau;Rialto Pictures;Adventure
677;Canopy;Monterey Media;Adventure
678;Thunder and the House of Magic;Shout! Factory;Adventure
679;Ragnarok;Magnolia Pictures;Adventure
681;Star Wars Ep. VII: The Forc…;Walt Disney;Adventure
682;Inside Out;Walt Disney;Adventure
683;Minions;Universal;Adventure
684;Home;20th Century Fox;Adventure
685;Hotel Transylvania 2;Sony Pictures;Adventure
686;The SpongeBob Movie: Sponge…;Paramount Pictures;Adventure
687;San Andreas;Warner Bros.;Adventure
688;The Peanuts Movie;20th Century Fox;Adventure
689;The Good Dinosaur;Walt Disney;Adventure
690;Tomorrowland;Walt Disney;Adventure
691;Pixels;Sony Pictures;Adventure
692;Paddington;Weinstein Co.;Adventure
693;Paul Blart: Mall Cop 2;Sony Pictures;Adventure
694;Alvin and the Chipmunks: Th…;20th Century Fox;Adventure
695;Night at the Museum: Secret…;20th Century Fox;Adventure
696;Everest;Universal;Adventure
697;Max;Warner Bros.;Adventure
698;Pan;Warner Bros.;Adventure
699;The Hobbit: The Battle of t…;Warner Bros.;Adventure
700;A Walk in the Woods;Broad Green Pictures;Adventure
701;In the Heart of the Sea;Warner Bros.;Adventure
702;Project Almanac;Paramount Pictures;Adventure
703;Shaun the Sheep;Lionsgate;Adventure
704;Seventh Son;Universal;Adventure
705;Strange Magic;Walt Disney;Adventure
706;Back to the Future;Universal;Adventure
707;Big Hero 6;Walt Disney;Adventure
708;Penguins of Madagascar;20th Century Fox;Adventure
709;Un gallo con muchos huevos;Lionsgate;Adventure
710;Interstellar;Paramount Pictures;Adventure
711;Roar;;Adventure
712;AstÃ©rix: Le domaine des dieux;Mongrel Media;Adventure
713;The Ghouls;China Lion Film D…;Adventure
714;Alexander and the Terrible,…;Walt Disney;Adventure
715;The Revenant;20th Century Fox;Adventure
716;The Polar Express;Warner Bros.;Adventure
717;The Book of Life;20th Century Fox;Adventure
718;Song of the Sea;GKIDS;Adventure
719;Kahlil Gibran's The Prophet;GKIDS;Adventure
720;Himalaya;CJ Entertainment;Adventure
721;The Boxtrolls;Focus Features;Adventure
722;Lang Tu Teng;Sony Pictures;Adventure
723;The Young and Prodigious T.…;Weinstein Co.;Adventure
724;The Taking of Tiger Mountain;Well Go USA;Adventure
725;Theeb;Film Movement;Adventure
726;Hell & Back;Freestyle Releasing;Adventure
727;O Menino e o Mundo;GKIDS;Adventure
728;Trash;Focus Features;Adventure
729;Le roi et l'oiseau;Rialto Pictures;Adventure
730;Patch Town;Kino Lorber;Adventure
