Id;Title;Distributor;Genre
695;Mona Lisa Smile;Sony Pictures;Drama
696;De-Lovely;MGM;Drama
697;Lost in Translation;Focus Features;Drama
698;Girl with a Pearl Earring;Lionsgate;Drama
699;Raise Your Voice;New Line;Drama
700;In America;Fox Searchlight;Drama
701;21 Grams;Focus Features;Drama
702;House of Sand and Fog;Dreamworks SKG;Drama
703;Woman Thou Art Loosed;Magnolia Pictures;Drama
704;Kinsey;Fox Searchlight;Drama
705;Maria Full of Grace;New Line;Drama
706;The Cooler;Lionsgate;Drama
707;Against the Ropes;Paramount Pictures;Drama
708;Before Sunset;Warner Independent;Drama
709;The Clearing;Fox Searchlight;Drama
710;Never Die Alone;Fox Searchlight;Drama
711;Birth;New Line;Drama
712;The Door in the Floor;Focus Features;Drama
713;Benji: Off the Leash!;Benji Returns;Drama
714;Being Julia;Sony Pictures;Drama
715;Les invasions barbares;Miramax;Drama
716;Veer-Zaara;Yash Raj Films;Drama
717;Monsieur Ibrahim;Sony Pictures Cla…;Drama
718;Cidade de Deus;Miramax;Drama
719;Bobby Jones: Stroke of Genius;Film Foundry;Drama
720;Un long dimanche de fianÃ§ai…;Warner Bros.;Drama
721;The Dreamers;Fox Searchlight;Drama
722;Bom yeoreum gaeul gyeoul ge…;Sony Pictures Cla…;Drama
723;Vera Drake;Fine Line;Drama
724;Confidences trop intimes;Paramount Vantage;Drama
725;We Don't Live Here Anymore;Warner Bros.;Drama
726;The Company;Sony Pictures;Drama
727;Beyond the Sea;Lionsgate;Drama
728;Les Choristes;Miramax;Drama
729;Therese;Luke Films;Drama
730;La mala educaciÃ³n;Sony Pictures Cla…;Drama
731;Main Hoon Na;Eros Entertainment;Drama
732;Io non ho paura;Miramax;Drama
733;The Blue Butterfly;Alliance Atlantis;Drama
734;Dogville;Lionsgate;Drama
735;Honey;Universal;Drama
736;Monica La Mitraille;Distributor Unknown;Drama
737;The Work and the Glory;Excel Entertainment;Drama
738;Saints and Soldiers;Excel Entertainment;Drama
739;Osama;MGM;Drama
740;Million Dollar Baby;Warner Bros.;Drama
741;Tae Guik Gi: The Brotherhoo…;IDP Distribution;Drama
742;The Station Agent;Miramax;Drama
743;The Mother;Sony Pictures;Drama
744;Swades;UTV Communications;Drama
745;Le Dernier Tunnel;Christal Films;Drama
746;A Home at the End of the World;Warner Independent;Drama
747;The Gospel of John;ThinkFilm;Drama
748;Criminal;Warner Bros.;Drama
749;Nouvelle-France;Christal Films;Drama
750;Latter Days;TLA Releasing;Drama
751;La Battaglia di Algeri;;Drama
752;Stage Beauty;Artisan;Drama
753;Young Adam;Sony Pictures Cla…;Drama
754;Donnie Darko;Newmarket Films;Drama
755;Rosenstrasse;IDP Distribution;Drama
756;The Saddest Music in the World;IFC Films;Drama
757;Red Lights;WellSpring;Drama
758;Japanese Story;IDP Distribution;Drama
759;Mean Creek;Paramount Vantage;Drama
760;Khakee;Eros Entertainment;Drama
761;Facing Windows;Sony Pictures;Drama
762;The Book of Mormon Movie, V…;Distributor Unknown;Drama
763;Radio;Sony Pictures;Drama
764;The Twilight Samurai;Empire Pictures;Drama
765;The Return;Kino International;Drama
766;Alexandra's Project;Film Movement;Drama
767;Strayed;WellSpring;Drama
768;Hotel Rwanda;MGM;Drama
769;Primer;ThinkFilm;Drama
770;Knafayim Shvurot;Sony Pictures Cla…;Drama
771;Head in the Clouds;Sony Pictures;Drama
772;The Brown Bunny;WellSpring;Drama
773;Since Otar Left;Zeitgeist;Drama
774;The United States of Leland;Paramount Vantage;Drama
775;Yuva;Net Effect;Drama
776;Callas Forever;Regent Releasing;Drama
777;Zelary;Sony Pictures Cla…;Drama
778;Mickey;Slugger Films;Drama
779;I Am David;Lionsgate;Drama
780;Valentin;Miramax;Drama
781;The Reckoning;Paramount Vantage;Drama
782;Asa Nu Maan Watna Da;Distributor Unknown;Drama
783;Carandiru;Sony Pictures;Drama
784;The Woodsman;Newmarket Films;Drama
785;Around the Bend;Warner Independent;Drama
786;Guiana 1838;RBC Radio;Drama
787;Testosterone;Strand;Drama
788;P.S.;Newmarket Films;Drama
789;Stateside;IDP Distribution;Drama
790;China: The Panda Adventure;IMAX Films;Drama
791;When Will I Be Loved;IFC Films;Drama
792;Crimson Gold;WellSpring;Drama
793;Mar adentro;Fine Line;Drama
794;Zhou Yu's Train;Sony Pictures Cla…;Drama
795;Undertow;MGM;Drama
796;MoolaadÃ©;New Yorker;Drama
797;Postmen in the Mountains;Shadow;Drama
798;The Merchant of Venice;Sony Pictures Cla…;Drama
799;Shattered Glass;Lionsgate;Drama
800;A Slipping Down Life;Lionsgate;Drama
801;Distant;New Yorker;Drama
802;Secret Things;First Run Features;Drama
803;Un monde presque paisible;Empire Pictures;Drama
804;Phir Milenge;UTV Communications;Drama
805;Mou gaan dou;Miramax;Drama
806;Dev;Distributor Unknown;Drama
807;Encounter in the Third Dime…;nWave Pictures;Drama
808;Yossi & Jagger;;Drama
809;Reconstruction;Palm/Manga;Drama
810;Ah Fei Ching Chuen;Kino International;Drama
811;Notre Musique;WellSpring;Drama
812;The Inheritance;Cinema Guild;Drama
813;James' Journey to Jerusalem;Zeitgeist;Drama
814;The Mudge Boy;Strand;Drama
815;Time of the Wolf;Palm Pictures;Drama
816;Noi Albinoi;Palm Pictures;Drama
817;Her Majesty;Panorama Entertai…;Drama
818;I Vitelloni;Kino International;Drama
819;The Assassination of Richar…;ThinkFilm;Drama
820;Twentynine Palms;WellSpring;Drama
821;Gozu;Pathfinder;Drama
822;The Tracker;ArtMattan Films;Drama
823;L.A. Twister;Indican Pictures;Drama
824;Twist;Strand;Drama
825;Alila;Kino International;Drama
826;A Thousand Clouds of Peace;Strand;Drama
827;Brother to Brother;Wolfe Releasing;Drama
828;Untold Scandal;Kino International;Drama
829;Lana's Rain;ISA Releasing;Drama
830;You'll Get Over It;Picture This Ente…;Drama
831;Springtime in a Small Town;Palm Pictures;Drama
832;A Love Song for Bobby Long;Lionsgate;Drama
833;Poco piÃ¹ di un anno fa;Wolfe Releasing;Drama
834;Grand Champion;IFG;Drama
835;Hukkle;Shadow;Drama
836;La vie promise;Empire Pictures;Drama
837;AprÃ¨s la vie;Magnolia Pictures;Drama
838;What Alice Found;Castle Hill Produ…;Drama
839;Father and Son;WellSpring;Drama
840;Dirty Pretty Things;Miramax;Drama
841;After Freedom;Vitagraph Films;Drama
842;Anatomie de l'enfer;Tartan Films;Drama
843;Mang jing;Kino International;Drama
844;L.O.C. (Kargil);Eros Entertainment;Drama
845;L'Ã¢ge d'or;Kino International;Drama
846;Gypsy 83;Small Planet;Drama
847;Emerald Cowboy;Indican Pictures;Drama
848;AKA;Empire Pictures;Drama
849;Goodbye Dragon Inn;WellSpring;Drama
850;A Fond Kiss;Castle Hill Produ…;Drama
851;Bang Rajan;Magnolia Pictures;Drama
852;Incantato;Northern Arts Ent…;Drama
853;Apollo 13;Universal;Drama
854;Son Frere;Strand;Drama
855;La petite Lili;First Run Features;Drama
856;The Human Stain;Miramax;Drama
857;Kal Ho Naa Ho;Yash Raj Films;Drama
858;Stander;;Drama
859;Face;Indican Pictures;Drama
860;Purple Butterfly;Palm Pictures;Drama
861;It's Easier for a Camel;New Yorker;Drama
862;Small Voices;;Drama
863;Crutch;Illuminare;Drama
864;The 24th Day;Screen Media Films;Drama
865;Taking Sides;New Yorker;Drama
866;Raja;;Drama
867;Big Ain't Bad;;Drama
868;Deserted Station;First Run Features;Drama
869;Intoxicating;;Drama
870;A Talking Picture;Kino International;Drama
871;Spin;Innovation Film G…;Drama
872;Virgin;Artistic License;Drama
873;Mind the Gap;Mind the Gap;Drama
874;A Silent Love;Atopia;Drama
875;Imagining Argentina;Arenas Entertainment;Drama
876;The Holy Land;CAVU Releasing;Drama
877;The Intended;IFC Films;Drama
878;Carnage;WellSpring;Drama
879;Millenium Mambo;;Drama
880;The Last Place on Earth;Panorama Entertai…;Drama
881;Wake;Newmarket Films;Drama
882;It's All About Love;Strand;Drama
883;Akarui mirai;Palm Pictures;Drama
884;Imaginary Heroes;Sony Pictures Cla…;Drama
885;The Son;New Yorker;Drama
886;Free Radicals;Kino International;Drama
887;Porn Theater;;Drama
888;Dolls;Palm Pictures;Drama
889;11'09''01 - September 11;Empire Pictures;Drama
890;Open My Heart;Strand;Drama
891;Duze zwierze;;Drama
892;Silent Waters;First Run Features;Drama
893;Conspiracy of Silence;Watch Releasing;Drama
894;The Other World;ArtMattan Films;Drama
895;Firedancer;Cinema Four;Drama
896;Abouna;Leisure Time Feat…;Drama
897;Artworks;Panorama Entertai…;Drama
898;On the Downlow;Cinema Con Sabor;Drama
899;Shwaas;Kathi Arts;Drama
900;The Mongol King;;Drama
901;The Road to Love;Arab Film Distrib…;Drama
902;Cremaster 3;Palm Pictures;Drama
903;Tasuma;ArtMattan Films;Drama
905;Million Dollar Baby;Warner Bros.;Drama
906;Walk the Line;20th Century Fox;Drama
907;The Aviator;Miramax;Drama
908;Coach Carter;Paramount Pictures;Drama
909;Jarhead;Universal;Drama
910;Cinderella Man;Universal;Drama
911;Crash;Lionsgate;Drama
912;Diary of a Mad Black Woman;Lionsgate;Drama
913;Sideways;Fox Searchlight;Drama
914;The Sisterhood of the Trave…;Warner Bros.;Drama
915;Pride & Prejudice;Focus Features;Drama
916;Dreamer: Inspired by a True…;Dreamworks SKG;Drama
917;In Her Shoes;20th Century Fox;Drama
918;Get Rich or Die Tryin';Paramount Pictures;Drama
919;Memoirs of a Geisha;Sony Pictures;Drama
920;Finding Neverland;Miramax;Drama
921;Elizabethtown;Paramount Pictures;Drama
922;Lord of War;Lionsgate;Drama
923;Good Night, and Good Luck;Warner Independent;Drama
924;Hotel Rwanda;MGM;Drama
925;2 For the Money;Universal;Drama
926;Hustle & Flow;Paramount Vantage;Drama
927;The Upside of Anger;New Line;Drama
928;North Country;Warner Bros.;Drama
929;The Gospel;Sony Pictures;Drama
930;The Greatest Game Ever Played;Walt Disney;Drama
931;Brokeback Mountain;Focus Features;Drama
932;The Weather Man;Paramount Pictures;Drama
933;Capote;Sony Pictures Cla…;Drama
934;Shopgirl;Walt Disney;Drama
935;An Unfinished Life;Miramax;Drama
936;Proof;Miramax;Drama
937;Ladies in Lavender;IDP/Goldwyn/Roadside;Drama
938;Closer;Sony Pictures;Drama
939;Der Untergang;Newmarket Films;Drama
940;The Squid and the Whale;IDP/Goldwyn/Roadside;Drama
941;Beyond the Sea;Lionsgate;Drama
942;Being Julia;Sony Pictures;Drama
943;Ray;Universal;Drama
944;The Merchant of Venice;Sony Pictures Cla…;Drama
945;Un long dimanche de fianÃ§ai…;Warner Bros.;Drama
946;Kinsey;Fox Searchlight;Drama
947;La mala educaciÃ³n;Sony Pictures Cla…;Drama
948;G;Aloha Releasing;Drama
949;Walk on Water;Samuel Goldwyn Films;Drama
950;Junebug;Sony Pictures Cla…;Drama
951;The Work and the Glory;Excel Entertainment;Drama
952;Oliver Twist;Sony/TriStar;Drama
953;Mar adentro;Fine Line;Drama
954;The Work and the Glory: Ame…;Vineyard Distribu…;Drama
955;Les Choristes;Miramax;Drama
956;Comme une image;Sony Pictures Cla…;Drama
957;Everything is Illuminated;Warner Independent;Drama
958;Vera Drake;Fine Line;Drama
959;2046;Sony Pictures Cla…;Drama
960;Paheli (Puzzle);Eros Entertainment;Drama
961;The Woodsman;Newmarket Films;Drama
962;Ushpizin;Picturehouse;Drama
963;Dear Frankie;Miramax;Drama
964;Happy Endings;Lionsgate;Drama
965;Off the Map;Holedigger Studios;Drama
966;Indigo;Embassy;Drama
967;Heights;Sony Pictures Cla…;Drama
968;Bee Season;Fox Searchlight;Drama
969;Paradise Now;Warner Independent;Drama
970;The Motorcycle Diaries;Focus Features;Drama
971;De battre mon coeur s'est a…;WellSpring;Drama
972;My Summer of Love;Focus Features;Drama
973;The Rising;Yash Raj Films;Drama
974;Separate Lies;Fox Searchlight;Drama
975;Casanova;Walt Disney;Drama
976;Where the Truth Lies;ThinkFilm;Drama
977;MirrorMask;Samuel Goldwyn Films;Drama
978;Therese;Luke Films;Drama
979;Innocent Voices;BB Entertainment;Drama
980;WAQT;Eros Entertainment;Drama
981;Parineeta;UTV Communications;Drama
982;Black;Yash Raj Films;Drama
983;Mysterious Skin;Tartan Films;Drama
984;The Ballad of Jack and Rose;IFC Films;Drama
985;Nobody Knows;IFC Films;Drama
986;Balzac et la petite tailleu…;Empire Pictures;Drama
987;The Assassination of Richar…;ThinkFilm;Drama
988;Saraband;Sony Pictures Cla…;Drama
989;The Prize Winner of Defianc…;Dreamworks SKG;Drama
990;Palindromes;WellSpring;Drama
991;Kids in America;Slowhand Cinema;Drama
992;Madison;MGM;Drama
993;Professione: reporter;Sony Pictures Cla…;Drama
994;The Passion of the Christ;Newmarket Films;Drama
995;Travellers and Magicians;Zeitgeist;Drama
996;Bewafaa;Eros Entertainment;Drama
997;Last Days;Picturehouse;Drama
998;The Beautiful Country;Sony Pictures Cla…;Drama
999;Gegen die Wand;Strand;Drama
1000;Yes;Sony Pictures Cla…;Drama
1001;House of D;Lionsgate;Drama
1002;BrÃ¸dre;IFC Films;Drama
1003;The Game of Their Lives;IFC Films;Drama
1004;Breakfast on Pluto;Sony Pictures Cla…;Drama
1005;Nine Lives;Magnolia Pictures;Drama
1006;Green Street Hooligans;Freestyle Releasing;Drama
1007;Kaal;Yash Raj Films;Drama
1008;The Dying Gaul;Holedigger Studios;Drama
1009;Viruddh;UTV Communications;Drama
1010;Winter Solstice;Paramount Vantage;Drama
1011;The Holy Girl;Fine Line;Drama
1012;Cronicas;Palm Pictures;Drama
1013;Caterina va in cittÃ ;Empire Pictures;Drama
1014;Rois & Reine (Kings and Que…;WellSpring;Drama
1015;La meglio gioventÃ¹;Miramax;Drama
1016;Ascenseur pour l'Ã©chafaud;Rialto Pictures;Drama
1017;Turtles Can Fly;IFC Films;Drama
1018;Ils se mariÃ¨rent et eurent …;Kino International;Drama
1019;A Tout de Suite;Cinema Guild;Drama
1020;Birth;New Line;Drama
1021;Bin-jip;Sony Pictures Cla…;Drama
1022;Imaginary Heroes;Sony Pictures Cla…;Drama
1023;Modigliani;Bauer Martinez;Drama
1024;The Keeper: The Legend of O…;Arrival Pictures;Drama
1025;CachÃ©;Sony Pictures Cla…;Drama
1026;Masculin fÃ©minin;Rialto Pictures;Drama
1027;November;Sony Pictures Cla…;Drama
1028;Eros;Warner Independent;Drama
1029;The White Countess;Sony Pictures Cla…;Drama
1030;The Baxter;IFC Films;Drama
1031;The Edukators;IFC Films;Drama
1032;Saints and Soldiers;Excel Entertainment;Drama
1033;In My Country;Sony Pictures Cla…;Drama
1034;Swades;UTV Communications;Drama
1035;Mughal-e-Azam;UTV Communications;Drama
1036;Kisna;Eros Entertainment;Drama
1037;Beautiful Boxer;Regent Releasing;Drama
1038;Tony Takitani;Strand;Drama
1039;Dil Jo Bhi Kahey...;Eros Entertainment;Drama
1040;Lila dit Ã§a;Samuel Goldwyn Films;Drama
1041;It's All Gone Pete Tong;Matson;Drama
1042;A Love Song for Bobby Long;Lionsgate;Drama
1043;Callas Forever;Regent Releasing;Drama
1044;Encounter in the Third Dime…;nWave Pictures;Drama
1045;MoolaadÃ©;New Yorker;Drama
1046;Don't Move;Northern Arts Ent…;Drama
1047;Intimate Stories;New Yorker;Drama
1048;Neal n' Nikki;Yash Raj Films;Drama
1049;Pure;Indican Pictures;Drama
1050;Face;Indican Pictures;Drama
1051;First Morning;Illuminare;Drama
1052;Postmen in the Mountains;Shadow;Drama
1053;Brooklyn Lobster;Meadowbrook;Drama
1054;Loggerheads;Strand;Drama
1055;Chrystal;First Look;Drama
1056;Forty Shades of Blue;Vitagraph Films;Drama
1057;The War Within;Magnolia Pictures;Drama
1058;The Ninth Day;Kino International;Drama
1059;Come Away Home;Freestyle Releasing;Drama
1060;Mrs. Palfrey at the Claremont;Jour de Fete;Drama
1061;Ah Fei Ching Chuen;Kino International;Drama
1062;Before the Fall;Picture This Ente…;Drama
1063;Ma mÃ¨re;TLA Releasing;Drama
1064;Notre Musique;WellSpring;Drama
1065;Veer-Zaara;Yash Raj Films;Drama
1066;The World;Zeitgeist;Drama
1067;Finding Home;Castle Hill Produ…;Drama
1068;Deserted Station;First Run Features;Drama
1069;Schizo;Picture This Ente…;Drama
1070;Juarez: Stages of Fear;;Drama
1071;Tahara;Indican Pictures;Drama
1072;The Bridge of San Luis Rey;Fine Line;Drama
1073;9 Songs;Tartan Films;Drama
1074;The Chumscrubber;Picturehouse;Drama
1075;Assisted Living;Economic Projections;Drama
1076;Swimming Upstream;MGM;Drama
1077;Tropical Malady;Strand;Drama
1078;The Tunnel;Avatar;Drama
1079;Raging Bull;United Artists;Drama
1080;Apaharan;Kria;Drama
1081;ShÃ´jo;Indican Pictures;Drama
1082;Edvard Munch;Shadow;Drama
1083;My Mother's Smile;New Yorker;Drama
1084;On the Outs;Fader Films;Drama
1085;Red Lights;WellSpring;Drama
1086;Monsieur N.;Empire Pictures;Drama
1087;Guiana 1838;RBC Radio;Drama
1088;Brother to Brother;Wolfe Releasing;Drama
1089;Smile;Dark Forest Relea…;Drama
1090;Medurat Hashevet;Film Movement;Drama
1091;Going Shopping;Rainbow Releasing;Drama
1092;Los tres entierros de Melqu…;Sony Pictures Cla…;Drama
1093;Keane;Magnolia Pictures;Drama
1094;Or (My Treasure);Kino International;Drama
1095;Eternal;Regent Releasing;Drama
1096;Garden State;Fox Searchlight;Drama
1097;The Libertine;Weinstein Co.;Drama
1098;Machuca;Menemsha Entertai…;Drama
1099;The Man Who Copied;TLA Releasing;Drama
1100;Rory O'Shea Was Here;Focus Features;Drama
1101;Down to the Bone;Laemmle/Zeller Film;Drama
1102;Le Clan;TLA Releasing;Drama
1103;Slutty Summer;Embrem Entertainment;Drama
1104;Dallas 362;ThinkFilm;Drama
1105;Trilogia I: To Livadi pou d…;New Yorker;Drama
1106;Dear Wendy;WellSpring;Drama
1107;Untold Scandal;Kino International;Drama
1108;Mr. Ya Miss;Kria;Drama
1109;Milwaukee, Minnesota;Tartan Films;Drama
1110;The Great Water;Picture This Ente…;Drama
1111;Un monde presque paisible;Empire Pictures;Drama
1112;Wild Side;WellSpring;Drama
1113;At Last;Panorama Entertai…;Drama
1114;Harry and Max;TLA Releasing;Drama
1115;Bomb the System;Palm Pictures;Drama
1116;Oyster Farmer;Cinema Guild;Drama
1117;La petite Lili;First Run Features;Drama
1118;The Intruder;WellSpring;Drama
1119;La femme de Gilles;Cinema Guild;Drama
1120;Fighting Tommy Riley;Freestyle Releasing;Drama
1121;Ethan Mao;Margin Films;Drama
1122;Private;Typecast Releasing;Drama
1123;A Talking Picture;Kino International;Drama
1124;Primo Amore;Strand;Drama
1125;Milk & Honey;WellSpring;Drama
1126;Living Life;FilmMates Partners;Drama
1127;Testosterone;Strand;Drama
1128;Apollo 13;Universal;Drama
1129;La face cachÃ©e de la lune;TLA Releasing;Drama
1130;Games of Love and Chance;New Yorker;Drama
1131;Sixteen Years of Alcohol;Tartan Films;Drama
1132;Goodbye Dragon Inn;WellSpring;Drama
1133;Buongiorno, notte;WellSpring;Drama
1134;Magdalena, The Unholy Saint;Unico Entertainment;Drama
1135;Daybreak;Newmarket Films;Drama
1136;Solitude;Indican Pictures;Drama
1137;A Silent Love;Atopia;Drama
1138;A Fond Kiss;Castle Hill Produ…;Drama
1139;Emile;Castle Hill Produ…;Drama
1140;Rosenstrasse;IDP Distribution;Drama
1141;Silent Waters;First Run Features;Drama
1142;Perlasca;Castle Hill Produ…;Drama
1143;SueÃ±o;Sony Pictures;Drama
1144;The Californians;Fabrication Films;Drama
1145;The Inheritance;Cinema Guild;Drama
1146;L.A. Twister;Indican Pictures;Drama
1147;The Painting;Castle Hill Produ…;Drama
1148;Unveiled;Wolfe Releasing;Drama
1149;15;Picture This Ente…;Drama
1150;Three Days of Rain;Rogue Arts;Drama
1151;Happy Here and Now;IFC Films;Drama
1152;The Rider Named Death;Kino International;Drama
1153;Nowhere Man;First Run Features;Drama
1154;The Overture;Kino International;Drama
1155;Steal Me;Cineville;Drama
1156;The Tracker;ArtMattan Films;Drama
1157;Twin Sisters;Miramax;Drama
1158;Das boot ist voll;Castle Hill Produ…;Drama
1159;Sheâs One of Us;Leisure Time Feat…;Drama
1160;Distant;New Yorker;Drama
1161;Anatomie de l'enfer;Tartan Films;Drama
1162;The Brown Bunny;WellSpring;Drama
1164;The Departed;Warner Bros.;Drama
1165;The Pursuit of Happyness;Sony Pictures;Drama
1166;World Trade Center;Paramount Pictures;Drama
1167;Brokeback Mountain;Focus Features;Drama
1168;Step Up;Walt Disney;Drama
1169;Invincible;Walt Disney;Drama
1170;Charlotte's Web;Paramount Pictures;Drama
1171;The Lake House;Warner Bros.;Drama
1172;Rocky Balboa;MGM;Drama
1173;Glory Road;Walt Disney;Drama
1174;The Illusionist;Yari Film Group R…;Drama
1175;Gridiron Gang;Sony Pictures;Drama
1176;The Nativity Story;New Line;Drama
1177;The Good Shepherd;Universal;Drama
1178;Take the Lead;New Line;Drama
1179;Flags of Our Fathers;Paramount Pictures;Drama
1180;United 93;Universal;Drama
1181;Memoirs of a Geisha;Sony Pictures;Drama
1182;The Queen;Miramax;Drama
1183;Walk the Line;20th Century Fox;Drama
1184;We Are Marshall;Warner Bros.;Drama
1185;Huo Yuan Jia;Focus/Rogue Pictures;Drama
1186;Waist Deep;Focus/Rogue Pictures;Drama
1187;Flicka;20th Century Fox;Drama
1188;Babel;Paramount Vantage;Drama
1189;Akeelah and the Bee;Lionsgate;Drama
1190;Annapolis;Walt Disney;Drama
1191;Capote;Sony Pictures Cla…;Drama
1192;Marie Antoinette;Sony Pictures;Drama
1193;Tristan & Isolde;20th Century Fox;Drama
1194;Hollywoodland;Focus Features;Drama
1195;One Night with the King;Rocky Mountain Pi…;Drama
1196;Flyboys;MGM;Drama
1197;How to Eat Fried Worms;New Line;Drama
1198;Freedomland;Sony Pictures;Drama
1199;End of the Spear;M Power Releasing;Drama
1200;Something New;Focus Features;Drama
1201;Bobby;MGM;Drama
1202;Casanova;Walt Disney;Drama
1203;Facing the Giants;IDP/Goldwyn/Roadside;Drama
1204;The Fountain;Warner Bros.;Drama
1205;Transamerica;Weinstein Co.;Drama
1206;Good Night, and Good Luck;Warner Independent;Drama
1207;The Night Listener;Miramax;Drama
1208;A Good Year;20th Century Fox;Drama
1209;All the King's Men;Sony Pictures;Drama
1210;Crossover;Sony Pictures;Drama
1211;Water;Fox Searchlight;Drama
1212;The World's Fastest Indian;Magnolia Pictures;Drama
1213;Los tres entierros de Melqu…;Sony Pictures Cla…;Drama
1214;The Libertine;Weinstein Co.;Drama
1215;Pride & Prejudice;Focus Features;Drama
1216;Goal! The Dream Begins;Walt Disney;Drama
1217;The Last King of Scotland;Fox Searchlight;Drama
1218;CachÃ©;Sony Pictures Cla…;Drama
1219;Harsh Times;MGM;Drama
1220;Kabhi Alvida Naa Kehna;Yash Raj Films;Drama
1221;Tsotsi;Miramax;Drama
1222;La mujer de mi hermano;Lionsgate;Drama
1223;Half Nelson;ThinkFilm;Drama
1224;The Lost City;Magnolia Pictures;Drama
1225;Little Children;New Line;Drama
1226;The Squid and the Whale;IDP/Goldwyn/Roadside;Drama
1227;Rang De Basanti;UTV Communications;Drama
1228;Fanaa;Yash Raj Films;Drama
1229;Brick;Focus/Rogue Pictures;Drama
1230;The Proposition;First Look;Drama
1231;Quinceanera;Sony Pictures Cla…;Drama
1232;Mrs. Palfrey at the Claremont;Jour de Fete;Drama
1233;The Proposition;Polygram;Drama
1234;The White Countess;Sony Pictures Cla…;Drama
1235;The Notorious Bettie Page;Picturehouse;Drama
1236;Omkara;Eros Entertainment;Drama
1237;Find Me Guilty;Freestyle Releasing;Drama
1238;Infamous;Warner Independent;Drama
1239;Peaceful Warrior;Universal;Drama
1240;Joyeux NoÃ«l;Sony Pictures Cla…;Drama
1241;Fast Food Nation;Fox Searchlight;Drama
1242;Sweet Land;Libero, LLC;Drama
1243;Vers le sud;Railroad Square;Drama
1244;Guadalupe;Slowhand Cinema;Drama
1245;Factotum;IFC Films;Drama
1246;Ask the Dust;Paramount Pictures;Drama
1247;Sophie Scholl - Die letzten…;Zeitgeist;Drama
1248;The Work and the Glory III:…;Excel Entertainment;Drama
1249;L'armÃ©e des ombres;Rialto Pictures;Drama
1250;L'Enfant;Sony Pictures Cla…;Drama
1251;Notes on a Scandal;Fox Searchlight;Drama
1252;Changing Times;Koch Lorber Films;Drama
1253;Casa de Areia;Sony Pictures Cla…;Drama
1254;Death of a President;Newmarket Films;Drama
1255;A Guide to Recognizing Your…;First Look;Drama
1256;The Painted Veil;Warner Independent;Drama
1257;Umrao Jaan;AdLab Films;Drama
1258;The Good German;Warner Bros.;Drama
1259;Breakfast on Pluto;Sony Pictures Cla…;Drama
1260;Don't Come Knocking;Sony Pictures Cla…;Drama
1261;The Second Chance;Sony Pictures;Drama
1262;Conversations with God;IDP/Goldwyn/Roadside;Drama
1263;Paradise Now;Warner Independent;Drama
1264;The Quiet;Sony Pictures Cla…;Drama
1265;Shadowboxer;Freestyle Releasing;Drama
1266;Copying Beethoven;MGM;Drama
1267;Gabrielle;IFC Films;Drama
1268;The Road to Guantanamo;IDP/Goldwyn/Roadside;Drama
1269;Russian Dolls;IFC First Take;Drama
1270;Letters from Iwo Jima;Warner Bros.;Drama
1271;Sukob;ABS-CBN;Drama
1272;Taxi No. 9 2 11: Nau Do Gyarah;UTV Communications;Drama
1273;The Aryan Couple;Fame, Inc.;Drama
1274;The King;ThinkFilm;Drama
1275;Broken Bridges;Paramount Vantage;Drama
1276;Humko Deewana Kar Gaye;UTV Communications;Drama
1277;Qian li zou dan qi;Sony Pictures Cla…;Drama
1278;Drawing Restraint 9;IFC Films;Drama
1279;Unidentified;Five & Two Pictures;Drama
1280;FUR: An Imaginary Portrait …;Picturehouse;Drama
1281;A Good Woman;Lionsgate;Drama
1282;Shopgirl;Walt Disney;Drama
1283;Sherrybaby;IFC Films;Drama
1284;Fateless;ThinkFilm;Drama
1285;Jarhead;Universal;Drama
1286;On a Clear Day;Focus/Rogue Pictures;Drama
1287;Get Rich or Die Tryin';Paramount Pictures;Drama
1288;Inland Empire;518 Media;Drama
1289;Old Joy;Kino International;Drama
1290;Zui Hao De Shi Guang;IFC First Take;Drama
1291;The Great New Wonderful;First Independent…;Drama
1292;Off the Black;ThinkFilm;Drama
1293;Bubble;Magnolia Pictures;Drama
1294;Kekexili;IDP/Goldwyn/Roadside;Drama
1295;Haven;Yari Film Group R…;Drama
1296;Clean;Palm Pictures;Drama
1297;Cidade Baixa;Palm Pictures;Drama
1298;Le petit lieutenant;Cinema Libre;Drama
1299;Nine Lives;Magnolia Pictures;Drama
1300;Come Early Morning;IDP/Goldwyn/Roadside;Drama
1301;Le temps qui reste;Strand;Drama
1302;Venus;Miramax;Drama
1303;Professione: reporter;Sony Pictures Cla…;Drama
1304;The Work and the Glory: Ame…;Vineyard Distribu…;Drama
1305;Winter Passing;Focus Features;Drama
1306;Look Both Ways;Kino International;Drama
1307;Red Doors;Emerging Pictures;Drama
1308;Twelve and Holding;IFC Films;Drama
1309;Sommersturm;Regent Releasing;Drama
1310;Somersault;Magnolia Pictures;Drama
1311;Being Cyrus;Eros Entertainment;Drama
1312;Ten Items or Less;ThinkFilm;Drama
1313;Lemming;Strand;Drama
1314;Moartea domnului Lazarescu;Tartan Films;Drama
1315;2 ou 3 choses que je sais d…;Rialto Pictures;Drama
1316;Manderlay;IFC Films;Drama
1317;Before the Fall;Picture This Ente…;Drama
1318;Batalla en el cielo;Tartan Films;Drama
1319;Tideland;ThinkFilm;Drama
1320;Poster Boy;Regent Releasing;Drama
1321;North Country;Warner Bros.;Drama
1322;Flannel Pajamas;Gigantic Pictures;Drama
