Id;Title;Distributor;Genre
624;Aquamarine;20th Century Fox;Comedy
625;Rumor Has It;Warner Bros.;Comedy
626;School for Scoundrels;MGM;Comedy
627;The Family Stone;20th Century Fox;Comedy
628;Larry the Cable Guy: Health…;Lionsgate;Comedy
629;The Ringer;Fox Searchlight;Comedy
630;Friends with Money;Sony Pictures Cla…;Comedy
631;Bon Cop, Bad Cop;Alliance Atlantis;Comedy
632;Material Girls;MGM;Comedy
633;Mrs. Henderson Presents;Weinstein Co.;Comedy
634;Tenacious D in: The Pick of…;New Line;Comedy
635;Running With Scissors;Sony Pictures;Comedy
636;Grandmaâs Boy;20th Century Fox;Comedy
637;For Your Consideration;Warner Independent;Comedy
638;Volver;Sony Pictures Cla…;Comedy
639;La science des rÃªves;Warner Independent;Comedy
640;Let's Go to Prison;Universal;Comedy
641;Keeping Up with the Steins;Miramax;Comedy
642;Van Wilder Deux: The Rise o…;MGM;Comedy
643;Trailer Park Boys: The Movie;Alliance Atlantis;Comedy
644;Art School Confidential;Sony Pictures Cla…;Comedy
645;Yours, Mine and Ours;Paramount Pictures;Comedy
646;Le Secret de ma Mere;Alliance Atlantis;Comedy
647;Lage Raho Munna Bhai;Eros Entertainment;Comedy
648;Strangers with Candy;ThinkFilm;Comedy
649;The History Boys;Fox Searchlight;Comedy
650;Shortbus;ThinkFilm;Comedy
651;Kinky Boots;Miramax;Comedy
652;Keeping Mum;ThinkFilm;Comedy
653;Trust the Man;Fox Searchlight;Comedy
654;Tristram Shandy: A Cock and…;Picturehouse;Comedy
655;Looking for Comedy in the M…;Warner Independent;Comedy
656;CSA: The Confederate States…;IFC Films;Comedy
657;Another Gay Movie;TLA Releasing;Comedy
658;Bhagam Bhag;Rainbow Releasing;Comedy
659;Artie Lange's Beer League;Freestyle Releasing;Comedy
660;Church Ball;Halestone;Comedy
661;Idiocracy;20th Century Fox;Comedy
662;When Do We Eat?;ThinkFilm;Comedy
663;Preaching to the Choir;Innovation Film G…;Comedy
664;Conversations with Other Women;Fabrication Films;Comedy
665;Chup Chup Ke;UTV Communications;Comedy
666;The Syrian Bride;Koch Lorber Films;Comedy
667;Kabul Express;Yash Raj Films;Comedy
668;La Moustache;Cinema Guild;Comedy
669;Wassup Rockers;First Look;Comedy
670;Malamaal Weekly;Rainbow Releasing;Comedy
671;The Puffy Chair;IDP/Goldwyn/Roadside;Comedy
672;Lonesome Jim;IFC Films;Comedy
673;The Mostly Unfabulous Socia…;Regent Releasing;Comedy
674;Pyare Mohan;Eros Entertainment;Comedy
675;Temporada de patos;Warner Independent;Comedy
676;Queens;Regent Releasing;Comedy
677;Bluff Master;UTV Communications;Comedy
678;Game 6;Kindred Media Group;Comedy
679;The Groomsmen;Bauer Martinez;Comedy
680;I Am a Sex Addict;IFC First Take;Comedy
681;Mutual Appreciation;Goodbye Cruel Rel…;Comedy
682;Wondrous Oblivion;Palm Pictures;Comedy
683;Suits on the Loose;Halestone;Comedy
684;Go For Zucker;First Run Features;Comedy
685;LÃ¼ cao di;First Run Features;Comedy
686;Anthony Kaun Hai;AdLab Films;Comedy
687;Kalamazoo?;Reel Source;Comedy
688;MÃ¤nner wie wir;Regent Releasing;Comedy
689;The Blossoming of Maximo Ol…;Unico Entertainment;Comedy
690;Garcon Stupide;Picture This Ente…;Comedy
691;Mozart and the Whale;;Comedy
692;Kiss Kiss, Bang Bang;Warner Bros.;Comedy
693;Eating Out 2: Sloppy Seconds;Artiztical Entert…;Comedy
694;Screen Door Jesus;Indican Pictures;Comedy
695;Film Geek;First Run Features;Comedy
696;The Aristocrats;ThinkFilm;Comedy
697;Wasabi Tuna;Indican Pictures;Comedy
698;Dorian Blues;TLA Releasing;Comedy
699;Blackballed: The Bobby Duke…;The 7th Floor;Comedy
700;Crazy Like a Fox;Sky Island;Comedy
701;Familia rodante;Palm Pictures;Comedy
702;A Wake in Providence;Indican Pictures;Comedy
703;Ellie Parker;Strand;Comedy
704;20 centiÃ­metros;TLA Releasing;Comedy
705;Say Uncle;TLA Releasing;Comedy
706;The Tollbooth;Castle Hill Produ…;Comedy
707;Slow Jam King;Unico Entertainment;Comedy
708;Simon;Strand;Comedy
709;Roll Bounce;Fox Searchlight;Comedy
710;Dog Lover's Symphony;Self Distributed;Comedy
711;Alien Autopsy;Warner Independent;Comedy
712;The Surfer King;Movin' Picture St…;Comedy
713;The Long Weekend;Gold Circle Films;Comedy
714;Cote d'Azur;Strand;Comedy
715;Doing Time for Patsy Cline;Oilrag Productions;Comedy
716;Inconscientes;Regent Releasing;Comedy
717;Issues;Bullz Eye;Comedy
718;Uncut;Strand;Comedy
720;Wild Hogs;Walt Disney;Comedy
721;Superbad;Sony Pictures;Comedy
722;I Now Pronounce You Chuck a…;Universal;Comedy
723;Blades of Glory;Paramount Pictures;Comedy
724;Evan Almighty;Universal;Comedy
725;Norbit;Paramount Pictures;Comedy
726;The Game Plan;Walt Disney;Comedy
727;Fred Claus;Warner Bros.;Comedy
728;Why Did I Get Married?;Lionsgate;Comedy
729;Are We Done Yet?;Sony Pictures;Comedy
730;Epic Movie;20th Century Fox;Comedy
731;Smokin' Aces;Universal;Comedy
732;Balls of Fury;Focus Features;Comedy
733;Juno;Fox Searchlight;Comedy
734;Mr. Magorium's Wonder Emporium;20th Century Fox;Comedy
735;The Nanny Diaries;MGM;Comedy
736;Mr. Woodcock;New Line;Comedy
737;Hot Fuzz;Focus Features;Comedy
738;Reno 911!: Miami;20th Century Fox;Comedy
739;Walk Hard: The Dewey Cox Story;Sony Pictures;Comedy
740;Hot Rod;Paramount Pictures;Comedy
741;Firehouse Dog;20th Century Fox;Comedy
742;The Comebacks;20th Century Fox;Comedy
743;Daddy Day Camp;Sony Pictures;Comedy
744;Sydney White;Universal;Comedy
745;In the Land of Women;Warner Bros.;Comedy
746;Bratz;Lionsgate;Comedy
747;Death at a Funeral;MGM;Comedy
748;Volver;Sony Pictures Cla…;Comedy
749;Code Name: The Cleaner;New Line;Comedy
750;Delta Farce;Lionsgate;Comedy
751;Lars and the Real Girl;MGM;Comedy
752;Who's Your Caddy?;MGM;Comedy
753;Kickin It Old Skool;Yari Film Group R…;Comedy
754;Deux jours Ã  Paris;Samuel Goldwyn Films;Comedy
755;Borat;20th Century Fox;Comedy
756;La doublure;Sony Pictures Cla…;Comedy
757;Avenue Montaigne;ThinkFilm;Comedy
758;Mon meilleur ami;IFC Films;Comedy
759;Heyy Babyy;Eros Entertainment;Comedy
760;L'Ã¢ge des tÃ©nÃ¨bres;;Comedy
761;Bhool Bhulaiyaa;Eros Entertainment;Comedy
762;Ma Tante Aline;Alliance Atlantis;Comedy
763;The Brothers Solomon;Sony Pictures;Comedy
764;The Bucket List;Warner Bros.;Comedy
765;Ta Ra Rum Pum;Yash Raj Films;Comedy
766;The History Boys;Fox Searchlight;Comedy
767;The Ten;ThinkFilm;Comedy
768;Rocket Science;Picturehouse;Comedy
769;Jhoom Barabar Jhoom;Yash Raj Films;Comedy
770;MoliÃ¨re;Sony Pictures Cla…;Comedy
771;Romance and Cigarettes;Borotoro;Comedy
772;Wristcutters: A Love Story;Autonomous Films;Comedy
773;Little Miss Sunshine;Fox Searchlight;Comedy
774;Mafioso;Rialto Pictures;Comedy
775;Deck the Halls;20th Century Fox;Comedy
776;Ten Canoes;Palm Pictures;Comedy
777;Bhagam Bhag;Rainbow Releasing;Comedy
778;The Rules of the Game;;Comedy
779;The TV Set;ThinkFilm;Comedy
780;Eagle vs Shark;Miramax;Comedy
781;Ira and Abby;Magnolia Pictures;Comedy
782;I Want Someone To Eat Chees…;IFC Films;Comedy
783;Offside;Sony Pictures Cla…;Comedy
784;Hollywood Dreams;Rainbow Releasing;Comedy
785;Dhamaal;Shemaroo Entertai…;Comedy
786;Outsourced;Lantern Lane Ente…;Comedy
787;The Salon;Freestyle Releasing;Comedy
788;Severance;Magnolia Pictures;Comedy
789;For Your Consideration;Warner Independent;Comedy
790;The Wendell Baker Story;ThinkFilm;Comedy
791;Tortilla Heaven;Wildcat Releasing;Comedy
792;Return with Honor: A Missio…;Excel Entertainment;Comedy
793;Dialogue avec mon jardinier;;Comedy
794;A fost sau n-a fost?;Tartan Films;Comedy
795;Delirious;Peace Arch Releasing;Comedy
796;Colour Me Kubrick: A True..…;Magnolia Pictures;Comedy
797;Inconscientes;Regent Releasing;Comedy
798;Diggers;Magnolia Pictures;Comedy
799;Shortbus;ThinkFilm;Comedy
800;Finishing the Game;IFC First Take;Comedy
801;Direktøren for det hele;IFC Films;Comedy
802;Fakers;Indican Pictures;Comedy
803;Two Weeks;MGM;Comedy
804;Randy and the Mob;IFC Films;Comedy
805;Queens;Regent Releasing;Comedy
806;Moving McAllister;First Independent…;Comedy
807;Le Secret de ma Mere;Alliance Atlantis;Comedy
808;Monkey Warfare;Odeon Films;Comedy
809;Kabul Express;Yash Raj Films;Comedy
810;Hood of Horror;;Comedy
811;Cashback;Magnolia Pictures;Comedy
812;Great World of Sound;Magnolia Pictures;Comedy
813;Sing Now or Forever Hold Yo…;Strand;Comedy
814;Dirty Laundry;The Bigger Picture;Comedy
815;L'Iceberg;First Run Features;Comedy
816;Everything's Gone Green;First Independent…;Comedy
817;Itty Bitty Titty Committee;Pocket Releasing;Comedy
818;Hei Wong Ji Wong;;Comedy
819;City Lights;United Artists;Comedy
820;7 dÃ­as;Xenon Pictures;Comedy
821;The Amateurs;Bauer Martinez;Comedy
822;Keeping Mum;ThinkFilm;Comedy
823;Full of It;New Line;Comedy
824;Cut Sleeve Boys;Regent Releasing;Comedy
825;Buddha Mar Gaya;Eros Entertainment;Comedy
826;Live Free or Die;ThinkFilm;Comedy
827;Mutual Appreciation;Goodbye Cruel Rel…;Comedy
828;Eating Out 2: Sloppy Seconds;Artiztical Entert…;Comedy
829;I'll Believe You;Stand Up Films;Comedy
830;Whole New Thing;Picture This Ente…;Comedy
831;Freshman Orientation;Regent Releasing;Comedy
832;Van Wilder Deux: The Rise o…;MGM;Comedy
833;The Sasquatch Gang;Screen Media Films;Comedy
834;Smiley Face;First Look;Comedy
835;Fat Girls;Regent Releasing;Comedy
836;Closing Escrow;Magnolia Pictures;Comedy
837;Nina's Heavenly Delights;Regent Releasing;Comedy
838;Weirdsville;Magnolia Pictures;Comedy
839;And Then Came Love;Fox Meadow;Comedy
840;The Iron Man;Iron Man Distr;Comedy
841;Blonde Ambition;First Look;Comedy
842;Slipstream;Strand;Comedy
843;HatsujÃ´ kateikyÃ´shi: sensei…;Palm Pictures;Comedy
844;The Inner Life of Martin Frost;New Yorker;Comedy
845;Raising Flagg;Cinema Libre;Comedy
846;The Cop, the Criminal and t…;Lonely Seal Relea…;Comedy
847;I'm Reed Fish;Screen Media Films;Comedy
848;Funny Money;ThinkFilm;Comedy
849;Niwemang;Strand;Comedy
850;Believe;Kaleidoscope Pict…;Comedy
851;Adam's Apples;Outsider;Comedy
852;StrÃ¡karnir okkar;Regent Releasing;Comedy
853;Flakes;IFC Films;Comedy
854;LÃ¼ cao di;First Run Features;Comedy
856;Sex and the City;Warner Bros.;Comedy
857;Get Smart;Warner Bros.;Comedy
858;Four Christmases;Warner Bros.;Comedy
859;Juno;Fox Searchlight;Comedy
860;Tropic Thunder;Paramount Pictures;Comedy
861;Marley & Me;20th Century Fox;Comedy
862;Step Brothers;Sony Pictures;Comedy
863;You Don't Mess With the Zohan;Sony Pictures;Comedy
864;The Bucket List;Warner Bros.;Comedy
865;Pineapple Express;Sony Pictures;Comedy
866;Yes Man;Warner Bros.;Comedy
867;Role Models;Universal;Comedy
868;Baby Mama;Universal;Comedy
869;The House Bunny;Sony Pictures;Comedy
870;Welcome Home Roscoe Jenkins;Universal;Comedy
871;Meet the Browns;Lionsgate;Comedy
872;Meet the Spartans;20th Century Fox;Comedy
873;Harold & Kumar Escape from …;Warner Bros.;Comedy
874;First Sunday;Sony Pictures;Comedy
875;The Family That Preys;Lionsgate;Comedy
876;Semi-Pro;New Line;Comedy
877;Drillbit Taylor;Paramount Pictures;Comedy
878;The Love Guru;Paramount Pictures;Comedy
879;Zack and Miri Make a Porno;Weinstein Co.;Comedy
880;The Women;Picturehouse;Comedy
881;Superhero Movie;MGM;Comedy
882;Vicky Cristina Barcelona;MGM;Comedy
883;Mad Money;Overture Films;Comedy
884;Swing Vote;Walt Disney;Comedy
885;Disaster Movie;Lionsgate;Comedy
886;Miss Pettigrew Lives for a Day;Focus Features;Comedy
887;Soul Men;MGM;Comedy
888;Be Kind Rewind;New Line;Comedy
889;The Visitor;Overture Films;Comedy
890;Sex Drive;Summit Entertainment;Comedy
891;Over Her Dead Body;New Line;Comedy
892;Nothing Like the Holidays;Overture Films;Comedy
893;An American Carol;Vivendi Entertain…;Comedy
894;Strange Wilderness;Paramount Vantage;Comedy
895;The Rocker;20th Century Fox;Comedy
896;Run, Fatboy, Run;Picturehouse;Comedy
897;Hamlet 2;Focus Features;Comedy
898;College;MGM;Comedy
899;Witless Protection;Lionsgate;Comedy
900;Charlie Bartlett;MGM;Comedy
901;Cruising Bar 2;;Comedy
902;Happy-Go-Lucky;Miramax;Comedy
903;Bikur Ha-Tizmoret;Sony Pictures Cla…;Comedy
904;Choke;Fox Searchlight;Comedy
905;How to Lose Friends & Alien…;MGM;Comedy
906;Hors de Prix;Samuel Goldwyn Films;Comedy
907;The Wackness;Sony Pictures Cla…;Comedy
908;Dans une galaxie pres de ch…;;Comedy
909;Henry Poole Is Here;Overture Films;Comedy
910;Son of Rambow: A Home Movie;Paramount Vantage;Comedy
911;Bienvenue chez les Ch'tis;;Comedy
912;The Game Plan;Walt Disney;Comedy
913;What Just Happened;Magnolia Pictures;Comedy
914;Walk Hard: The Dewey Cox Story;Sony Pictures;Comedy
915;Mr. Magorium's Wonder Emporium;20th Century Fox;Comedy
916;Beer for My Horses;Roadside Attractions;Comedy
917;Fred Claus;Warner Bros.;Comedy
918;Jaane Tu Ya Jaane Na;UTV Communications;Comedy
919;Krazzy 4;Eros Entertainment;Comedy
920;JCVD;Peace Arch Releasing;Comedy
921;The Hammer;Hammer the Movie;Comedy
922;The Promotion;Weinstein Co.;Comedy
923;Everybody Wants to Be Italian;Roadside Attractions;Comedy
924;Teeth;Roadside Attractions;Comedy
925;Golmaal Returns;Studio 18;Comedy
926;L'Ã¢ge des tÃ©nÃ¨bres;;Comedy
927;One Two Three;Eros Entertainment;Comedy
928;Chaos Theory;Warner Bros.;Comedy
929;The Foot Fist Way;Paramount Vantage;Comedy
930;Sixty Six;First Independent…;Comedy
931;Lars and the Real Girl;MGM;Comedy
932;Mister Lonely;IFC Films;Comedy
933;God Tussi Great Ho;Eros Entertainment;Comedy
934;The Grand;Anchor Bay Entert…;Comedy
935;Mere Baap Pehle Aap;Shemaroo Entertai…;Comedy
936;Another Gay Sequel;TLA Releasing;Comedy
937;Momma's Man;ThinkFilm;Comedy
938;Kabluey;Regent Releasing;Comedy
939;Humboldt County;Magnolia Pictures;Comedy
940;Oye Lucky! Lucky Oye!;UTV Communications;Comedy
941;99 francs;;Comedy
942;A Four Letter Word;Embrem Entertainment;Comedy
943;Kenny;Arcangelo Enterta…;Comedy
944;Meet Bill;First Look;Comedy
945;Finding Amanda;Magnolia Pictures;Comedy
946;L'auberge rouge;;Comedy
947;Paris;;Comedy
948;Loins of Punjab Presents;Emerging Pictures;Comedy
949;KrÃ¡ska v nesnÃ¡zich;Menemsha Entertai…;Comedy
950;Blonde and Blonder;Empire Pictures;Comedy
951;Romance and Cigarettes;Borotoro;Comedy
952;Surfer, Dude;Anchor Bay Entert…;Comedy
953;Familiar Strangers;Cavalier Films;Comedy
954;The Dukes;CAVU Releasing;Comedy
955;Sex and Death 101;Anchor Bay Entert…;Comedy
956;Filth and Wisdom;IFC Films;Comedy
957;Haebyonui Yoin;New Yorker;Comedy
958;Expired;MCR Releasing;Comedy
959;Diminished Capacity;IFC Films;Comedy
960;All Hat;;Comedy
961;Poultrygeist: Night of the …;Troma Entertainment;Comedy
962;Full Grown Men;Emerging Pictures;Comedy
963;Harold;City Lights Pictures;Comedy
964;My Mexican Shivah;Emerging Pictures;Comedy
965;Last Stop for Paul;Mandt Brothers;Comedy
966;SÃ¥ som i himmelen;;Comedy
967;Skid Marks;Diversa Films;Comedy
968;Young People Fucking;ThinkFilm;Comedy
969;Little Big Top;Self Distributed;Comedy
970;Ugly aur Pagli;Shemaroo Entertai…;Comedy
971;Viva;Vagrant Films;Comedy
972;Sure Shot Dombrowski;;Comedy
973;Lower Learning;Anchor Bay Entert…;Comedy
974;Fat Girls;Regent Releasing;Comedy
975;Nina's Heavenly Delights;Regent Releasing;Comedy
976;Miss Conception;First Look;Comedy
977;How to Rob a Bank;IFC Films;Comedy
978;Outsourced;Lantern Lane Ente…;Comedy
980;The Hangover;Warner Bros.;Comedy
981;Couples Retreat;Universal;Comedy
982;Julie & Julia;Sony Pictures;Comedy
983;Madea Goes To Jail;Lionsgate;Comedy
984;Zombieland;Sony Pictures;Comedy
985;I Love You, Man;Paramount Pictures;Comedy
986;17 Again;Warner Bros.;Comedy
987;BrÃ¼no;Universal;Comedy
988;Bride Wars;20th Century Fox;Comedy
989;Funny People;Universal;Comedy
990;I Can Do Bad All By Myself;Lionsgate;Comedy
991;Land of the Lost;Universal;Comedy
992;Old Dogs;Walt Disney;Comedy
993;Year One;Sony Pictures;Comedy
994;Duplicity;Universal;Comedy
995;Marley & Me;20th Century Fox;Comedy
996;The Informant!;Warner Bros.;Comedy
997;Dance Flick;Paramount Pictures;Comedy
998;The Invention of Lying;Warner Bros.;Comedy
999;Yes Man;Warner Bros.;Comedy
1000;Fired Up;Sony Pictures;Comedy
1001;The Goods: Live Hard, Sell …;Paramount Vantage;Comedy
1002;Whip It;Fox Searchlight;Comedy
1003;Sunshine Cleaning;Overture Films;Comedy
1004;Extract;Miramax;Comedy
1005;De pÃ¨re en flic;;Comedy
1006;Next Day Air;Summit Entertainment;Comedy
1007;Away We Go;Focus Features;Comedy
1008;A Serious Man;Focus Features;Comedy
1009;The Boat That Rocked;Focus Features;Comedy
1010;Bandslam;Summit Entertainment;Comedy
1011;3 Idiots;Big Pictures;Comedy
1012;Miss March;20th Century Fox;Comedy
1013;Trailer Park Boys: Countdow…;;Comedy
1014;My One and Only;Freestyle Releasing;Comedy
1015;Four Christmases;Warner Bros.;Comedy
1016;Rudo y Cursi;Sony Pictures Cla…;Comedy
1017;Les doigts croches;;Comedy
1018;I Hope They Serve Beer in Hell;Freestyle Releasing;Comedy
1019;Paper Heart;Overture Films;Comedy
1020;Paris;;Comedy
1021;De Dana Dan;;Comedy
1022;Ajab Prem Ki Ghazab Kahani;Viva Entertainment;Comedy
1023;Wake Up Sid;UTV Communications;Comedy
1024;Fanboys;Weinstein Co.;Comedy
1025;Play the Game;Slowhand Cinema;Comedy
1026;La fille de Monaco;Magnolia Pictures;Comedy
1027;Role Models;Universal;Comedy
1028;Humpday;Magnolia Pictures;Comedy
1029;Vicky Cristina Barcelona;MGM;Comedy
1030;Luck by Chance;AdLab Films;Comedy
1031;O'Horten;Sony Pictures Cla…;Comedy
1032;Spread;;Comedy
1033;Big Fan;First Independent…;Comedy
1034;Do Knot Disturb;Big Pictures;Comedy
1035;Happy-Go-Lucky;Miramax;Comedy
1036;Tulpan;Zeitgeist;Comedy
1037;Zack and Miri Make a Porno;Weinstein Co.;Comedy
1038;Amarcord;;Comedy
1039;Gentlemen Broncos;Fox Searchlight;Comedy
1040;Monster Beach Party;Indican Pictures;Comedy
1041;Alien Trespass;Roadside Attractions;Comedy
1042;Gigantic;First Independent…;Comedy
1043;Nothing Like the Holidays;Overture Films;Comedy
1044;Motherhood;Freestyle Releasing;Comedy
1045;Skills Like This;Shadow;Comedy
1046;Soul Men;MGM;Comedy
1047;Somers Town;Film Movement;Comedy
1048;Bart Got a Room;Anchor Bay Entert…;Comedy
1049;Mystery Team;Roadside Attractions;Comedy
1050;Beeswax;Cinema Guild;Comedy
1051;Dai-Nipponjin;Magnolia Pictures;Comedy
1052;Absurdistan;First Run Features;Comedy
1053;The Slammin' Salmon;Anchor Bay Entert…;Comedy
1054;The Last International Playboy;;Comedy
1055;JCVD;Peace Arch Releasing;Comedy
1056;Adventures of Power;Variance Films;Comedy
1057;Splinterheads;Paladin;Comedy
1058;Les vacances de M. Hulot;Janus Films;Comedy
1059;L'Argent de poche;New World;Comedy
1060;St. Trinianâs;NeoClassics Films;Comedy
1061;Taxidermia;Regent Releasing;Comedy
1062;Janky Promoters;Third Rail;Comedy
1063;Looking for Palladin;;Comedy
1064;Momma's Man;ThinkFilm;Comedy
1065;The Marc Pease Experience;Paramount Vantage;Comedy
1066;Familiar Strangers;Cavalier Films;Comedy
1067;Sixty Six;First Independent…;Comedy
1068;Teeth;Roadside Attractions;Comedy
1069;Patrik, Age 1.5;;Comedy
1071;Grown Ups;Sony Pictures;Comedy
1072;The Other Guys;Sony Pictures;Comedy
1073;Little Fockers;Universal;Comedy
1074;Due Date;Warner Bros.;Comedy
1075;Date Night;20th Century Fox;Comedy
1076;Sex and the City 2;Warner Bros.;Comedy
1077;Dinner for Schmucks;Paramount Pictures;Comedy
1078;Get Him to the Greek;Universal;Comedy
1079;Easy A;Sony Pictures;Comedy
1080;Hot Tub Time Machine;MGM;Comedy
1081;Cop Out;Warner Bros.;Comedy
1082;Vampires Suck;20th Century Fox;Comedy
1083;Scott Pilgrim vs. The World;Universal;Comedy
1084;Morning Glory;Paramount Pictures;Comedy
1085;You Again;Walt Disney;Comedy
1086;Lottery Ticket;Warner Bros.;Comedy
1087;The Kids Are All Right;Focus Features;Comedy
1088;Our Family Wedding;Fox Searchlight;Comedy
1089;Youth in Revolt;Weinstein/Dimension;Comedy
1090;MacGruber;Universal;Comedy
1091;Cyrus;Fox Searchlight;Comedy
1092;City Island;Anchor Bay Entert…;Comedy
1093;It's Kind of a Funny Story;Focus Features;Comedy
1094;Old Dogs;Walt Disney;Comedy
1095;3 Idiots;Big Pictures;Comedy
1096;Micmacs;Sony Pictures Cla…;Comedy
1097;Golmaal 3;Eros Entertainment;Comedy
1098;I Love You, Phillip Morris;Roadside Attractions;Comedy
1099;Tees Maar Khan;UTV Communications;Comedy
1100;Middle Men;Paramount Vantage;Comedy
1101;Couples Retreat;Universal;Comedy
1102;Pranzo di ferragosto;Zeitgeist;Comedy
1103;The Virginity Hit;Sony Pictures;Comedy
1104;Jack Goes Boating;Overture Films;Comedy
1105;Khatta Meetha;Eros Entertainment;Comedy
1106;Tamara Drewe;Sony Pictures Cla…;Comedy
1107;L'arnacouer;IFC Films;Comedy
1108;The Extra Man;Magnolia Pictures;Comedy
1109;The Trotsky;;Comedy
1110;Today's Special;Reliance Big Pict…;Comedy
1111;Tiny Furniture;IFC Films;Comedy
1112;No Problem;Eros Entertainment;Comedy
1113;Le baiser du barbu;;Comedy
1114;Atithi Tum Kab Jaoge?;Viva Entertainment;Comedy
1115;Rare Exports: A Christmas Tale;Oscilloscope Pict…;Comedy
1116;Parlez-moi de la pluie;IFC Films;Comedy
1117;Wild Target;Freestyle Releasing;Comedy
1118;The Romantics;Four of a Kind Pr…;Comedy
1119;Saint John of Las Vegas;IndieVest Pictures;Comedy
1120;Crazy on the Outside;Freestyle Releasing;Comedy
1121;Rosencrantz and Guildenstei…;Indican Pictures;Comedy
1122;Dulha Mil Gaya;Viva Entertainment;Comedy
1123;Patrik, Age 1.5;;Comedy
1124;Le code a changÃ©;IFC Films;Comedy
1125;Les vacances de M. Hulot;Janus Films;Comedy
1126;A Serious Man;Focus Features;Comedy
1127;Mystery Team;Roadside Attractions;Comedy
1128;36 vues du Pic Saint Loup;Cinema Guild;Comedy
1129;Lbs.;Truly Indie;Comedy
1130;Expecting Mary;Rocky Mountain Pi…;Comedy
1131;BoyBand;Artigo Ajemian Films;Comedy
1132;Tamo i ovde;;Comedy
1133;The Boat That Rocked;Focus Features;Comedy
1134;Trash Humpers;;Comedy
1135;Douchebag;Paladin;Comedy
1136;L'Argent de poche;New World;Comedy
1137;Paper Man;MPI Media Group;Comedy
1138;Hey, Hey, It's Esther Blueb…;Monterey Media;Comedy
1139;Violet Tendencies;Embrem Entertainment;Comedy
1140;White Wedding;The Little Film C…;Comedy
1141;Misconceptions;Regent Releasing;Comedy
1142;Beeswax;Cinema Guild;Comedy
1143;The Winning Season;Roadside Attractions;Comedy
1144;Big Fan;First Independent…;Comedy
1145;Amarcord;;Comedy
1146;My Year Without Sex;Strand;Comedy
1147;The Slammin' Salmon;Anchor Bay Entert…;Comedy
1148;El SÃºperstar: The Unlikely …;Cinema Libre;Comedy
1149;Drool;Strand;Comedy
1150;To Die is Hard;Driving With Our …;Comedy
1152;The Hangover Part II;Warner Bros.;Comedy
1153;Bridesmaids;Universal;Comedy
1154;Horrible Bosses;Warner Bros.;Comedy
1155;Bad Teacher;Sony Pictures;Comedy
1156;Gnomeo and Juliet;Walt Disney;Comedy
1157;Crazy, Stupid, Love;Warner Bros.;Comedy
1158;Tower Heist;Universal;Comedy
1159;Jack and Jill;Sony Pictures;Comedy
1160;Madeaâs Big Happy Family;Lionsgate;Comedy
1161;The Dilemma;Universal;Comedy
1162;Little Fockers;Universal;Comedy
1163;Hall Pass;Warner Bros.;Comedy
1164;Big Mommas: Like Father, Li…;20th Century Fox;Comedy
1165;Paul;Universal;Comedy
1166;The Change-Up;Universal;Comedy
1167;A Very Harold & Kumar 3D Ch…;Warner Bros.;Comedy
1168;Our Idiot Brother;Weinstein Co.;Comedy
1169;Your Highness;Universal;Comedy
1170;Young Adult;Paramount Pictures;Comedy
1171;Prom;Walt Disney;Comedy
1172;I Don't Know How She Does It;Weinstein Co.;Comedy
1173;The Big Year;20th Century Fox;Comedy
1174;Take Me Home Tonight;Relativity;Comedy
1175;Cedar Rapids;Fox Searchlight;Comedy
1176;The Guard;Sony Pictures Cla…;Comedy
1177;Starbuck;Entertainment One;Comedy
1178;Le sens de lâhumour;Alliance Atlantis;Comedy
1179;Bucky Larson: Born to Be a …;Sony Pictures;Comedy
1180;The Trip;IFC Films;Comedy
1181;Potiche;Music Box Films;Comedy
1182;Delhi Belly;UTV Communications;Comedy
1183;Breakaway;Alliance Atlantis;Comedy
1184;Due Date;Warner Bros.;Comedy
1185;Desi Boyz;Eros Entertainment;Comedy
1186;Yamla Pagla Deewana;Eros Entertainment;Comedy
1187;The Beaver;Summit Entertainment;Comedy
1188;Redi;Eros Entertainment;Comedy
1189;I Love You, Phillip Morris;Roadside Attractions;Comedy
1190;Les femmes du 6Ã¨me Ã©tage;Films Seville;Comedy
1191;Terri;ATO Pictures;Comedy
1192;Double Dhamaal;Reliance Big Pict…;Comedy
1193;Le nom des gens;Music Box Films;Comedy
1194;Submarine;Weinstein Co.;Comedy
1195;Morning Glory;Paramount Pictures;Comedy
1196;Tanu Weds Manu;Viva Entertainment;Comedy
1197;Rien Ã  dÃ©clarer;Entertainment One;Comedy
1198;The Last Godfather;Roadside Attractions;Comedy
1199;Pastorela;Lionsgate;Comedy
1200;A Good Old Fashioned Orgy;Samuel Goldwyn Films;Comedy
1201;3D Sex and Zen: Extreme Ecs…;China Lion Film D…;Comedy
1202;Dil Toh Baccha Hai Ji;Viva Entertainment;Comedy
1203;Labios Rojos;Lionsgate;Comedy
1204;Wo Zhi Nv Ren Xin;China Lion Film D…;Comedy
1205;Kaboom;IFC Films;Comedy
1206;Tiny Furniture;IFC Films;Comedy
1207;Henry's Crime;Motion Pictures F…;Comedy
1208;A Little Help;Freestyle Releasing;Comedy
1209;Evil Bong 3 The Wrath Of Bong!;Full Moon Features;Comedy
1210;Co Dau Dai Chien;Variance Films;Comedy
1211;Dao Jian Xiao;China Lion Film D…;Comedy
1212;Tees Maar Khan;UTV Communications;Comedy
1213;CornerStore;Shotown Pictures;Comedy
